id,n,v,cpc,cmp,lc,hc,vt,mv,i,f,g,a,o,c,h,src
1392,버티컬 마우스 추천 퀘이사존,50,0.47,61,0,0,-0.44,110|110|140|140|110|90|90|70|90|50|50|50,1,64,0,0,1507|1384|1635,L,false,A
1393,버티컬 마우스 가성비,193,0.08,91,0,0,0,140|140|180|200|170|160|110|160|190|160|230|190,4,8257,0,8,1578|1239|1270|1316|1384|1079,L,false,A
1394,버티컬 마우스 리프트,53,0.08,100,0,0,-0.14,30|50|40|60|50|30|40|50|70|40|60|60,8,9280,0,0,1316,L,false,A
1395,앵커 버티컬,18,,,0,0,19,0|17|20|20|15|0|16|0|0|17|19|19,8,3137,0,0,1316|1384,L,false,A
1396,sculpt ergonomic 마우스,6,,,0,0,-1,10|10|10|24|10|10|10|10|10|10|10|0,8,65,0,0,1316,L,false,A
1397,로지텍 세로 마우스,38,0.05,94,0,0,-0.33,40|37|60|40|40|37|28|50|60|36|40|40,8,1089,0,0,1316,L,false,A
1398,버티컬 마우스 부작용,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,1507|1133|1578|1390|1239|1316,L,false,A
1399,로지텍 사무실 마우스,23,,,0,0,-0.05,15|14|20|17|12|18|20|30|20|20|30|19,8,65,0,0,1507,L,false,A
1400,멀티 페어링 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,1507|1133|1390|1270|1384,L,false,A
1401,레이저 프로 클릭 2 버티컬,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,9216,0,0,1507,L,false,A
1402,등이 낮은 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1635,L,false,A
1403,로이체 디시,36,,3,0,0,0,20|20|50|30|30|30|20|30|30|30|50|30,4,65,0,0,1384,L,false,A
1404,로지텍 마우우스,0,,,0,0,0,0|10|0|0|0|0|10|0|0|0|0|0,8,64,0,0,1507,L,false,A
1405,버티컬 마우스 가로휠,40,,,0,0,-0.4,14|20|20|50|30|30|30|50|50|40|50|30,9,8257,0,0,1507,L,false,A
1406,로지텍 마우스 오염,11,,,0,0,-1,0|14|0|0|0|17|0|0|20|15|18|0,1,64,0,0,1507,L,false,A
1407,무선 버티컬,13,,,0,0,0,18|20|20|20|0|13|50|0|20|0|19|20,8,10241,0,0,1507,L,false,A
1408,코시 버티컬 유선 마우스,0,,,0,0,-1,0|0|0|0|0|0|0|12|16|0|0|0,8,1089,0,0,1270,L,false,A
1409,잔망루피 버티컬 마우스,43,,,0,0,-0.2,70|60|50|60|60|50|30|30|50|50|40|40,8,65,0,0,1507|1316,L,false,A
1410,버티컬 마우스 후기 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,1133|1390|1239|1316,L,false,A
1411,버티컬 마우스 란,10,,0,0,0,0,0|0|0|0|140|10|10|10|10|10|10|10,1,2113,0,0,1601|1270|1316,L,false,A
1412,로지텍 버티컬 마우스 사이즈,11,,,0,0,-0.2,0|0|20|24|20|0|0|0|20|0|19|16,4,65,0,0,1270|1316,L,false,A
1413,로지텍 mx 버티컬 설명서,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,1507,L,false,A
1414,무선 버티컬 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,1133|1390|1239|1270,L,false,A
1415,버티컬 마우스 효과 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,1133|1390|1384,L,false,A
1416,게이밍 버티컬 마우스 디시,46,,61,0,0,0.25,30|20|40|30|30|20|20|20|40|40|50|50,1,2112,0,0,1270|1384,L,false,A
1417,사무실 유선 마우스 추천,0,,,0,0,-1,0|0|0|0|0|0|0|0|13|0|0|0,9,8256,0,0,1316,L,false,A
1418,접이식 마우스 디시,20,,80,0,0,10,0|0|0|0|0|0|0|0|0|20|30|10,4,1088,0,0,1133|1390|1239|1384,L,false,A
1419,로지텍 휠 마우스,19,,,0,0,-0.1,19|19|20|20|20|20|20|27|20|20|19|18,8,8257,0,0,1507,L,false,A
1420,손이 편한 마우스 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,9,8257,0,0,1239|1316|1384,L,false,A
1421,로지텍 맥스,0,,,0,0,0,0|0|13|0|0|14|0|0|0|0|0|0,8,65,0,0,1507,L,false,A
1422,로이체 버티컬 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1,0,0,1390|1239|1270|1384,L,false,A
1423,세미 버티컬 마우스 추천,61,0.08,100,0,0,0.12,13|18|19|20|19|17|17|30|80|50|45|90,8,8257,0,0,1507|1578|1239|1384,L,false,A
1424,세미 버티컬 마우스,783,0.09,100,67.5k,209.8k,-0.08,440|450|530|640|560|570|680|660|810|780|830|740,9,8257,0,0,1507|1601|1390|1384,L,false,A
1425,맥 스틸 gm mcu20 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,1239|1384,L,false,A
1426,택티컬 마우스,100,0.37,77,0,0,0,80|80|130|90|100|80|70|80|110|90|100|110,8,1088,0,0,1507|1390|1239|1270|1316|1384,L,false,A
1427,로지텍 버티컬 마우스 단점,90,,7,0,0,-0.36,70|90|110|70|110|90|90|70|110|90|110|70,1,65,0,0,1390|1316|1635,L,false,A
1428,이볼루엔트 버티컬 마우스,10,,31,0,0,0,10|20|20|10|10|10|20|20|10|10|10|10,8,9280,0,0,1507|1316,L,false,A
1429,이마트 버티컬 마우스,16,,,0,0,-0.36,15|20|20|15|16|14|20|20|25|18|16|16,8,2112,0,0,1316,L,false,A
1430,삼성 버티컬 마우스 클리앙,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2048,0,0,1507|1239|1270|1316|1384,L,false,A
1431,지클릭커 op50,70,,,0,0,0.5,30|60|80|70|60|50|30|40|60|60|60|90,8,1089,0,0,1316,L,false,A
1432,수직 마우스 추천,12,,,0,0,-1,0|0|0|0|0|0|20|0|20|19|17|0,8,10305,0,0,1239|1270|1384,L,false,A
1433,evoluent 버티컬 마우스,23,0.15,87,0,0,-0.33,37|10|20|20|30|30|20|50|30|20|30|20,8,1088,0,0,1316,L,false,A
1434,앤커 버티컬 마우스 디시,23,,76,0,0,-0.33,20|10|30|20|20|20|20|10|30|20|30|20,4,3136,0,0,1507|1133|1390|1384,L,false,A
1435,코지 버티컬 마우스,153,0.01,100,65.0k,154.4k,0.06,170|160|200|160|190|140|140|130|150|140|160|160,8,1088,0,16,1507|1270,L,false,A
1436,버티컬 로지텍,70,0.01,84,0,0,-0.14,60|50|80|70|70|90|60|120|70|50|100|60,8,1088,0,0,1507|1316,L,false,A
1437,로지텍 리프트 버티컬 무소음 무선 마우스,114,,,0,0,0.52,29|20|27|0|0|0|0|0|145|122|0|221,8,1024,0,0,1316,L,false,A
1438,로지텍 수직 마우스,40,0.08,81,0,0,-0.33,60|50|60|50|50|40|50|60|60|30|50|40,8,9280,0,0,1270|1316,L,false,A
1439,레이저 버티컬,133,0.13,48,0,0,0,450|300|190|190|190|170|130|150|130|140|130|130,4,9280,1,16,1507,L,false,A
1440,무한휠 마우스 디시,83,,41,0,0,-0.22,90|50|70|90|50|70|70|70|90|90|90|70,1,2112,0,0,1316,L,false,A
1441,로지텍 버티컬 마우스 블루투스연결,240,0.3,7,0,0,0.2,170|220|260|240|250|180|210|190|200|200|280|240,8,0,2,8,,L,false,A
1442,여자 버티컬 마우스 더쿠,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,1239,L,false,A
1443,버티컬 마우스 롤,88,0.03,10,0,0,-0.46,50|89|90|88|90|88|87|62|130|107|88|70,8,64,0,0,1507|1601|1390|1239|1316|1384,L,false,A
1444,로지텍 버티컬 마우스 mx vertical,15,,,0,0,-0.2,0|16|16|18|19|0|11|15|15|15|20|12,8,0,0,0,1270|1316,L,false,A
1445,로지텍 가벼운 마우스,68,0.21,100,0,0,-0.33,70|70|80|60|60|70|60|70|90|66|80|60,8,65,0,0,1507,L,false,A
1446,사무용 버티컬 마우스,100,0.09,100,0,0,0.5,560|50|40|270|150|40|50|80|80|100|80|120,8,8256,1,0,1507|1578,L,false,A
1447,버티컬 마우스 미니,43,,,0,0,-0.5,20|30|20|29|20|18|16|19|40|40|70|20,8,8256,0,0,1507|1270|1316|1384,L,false,A
1448,로지텍 버티컬 마우스 키보드,19,,,0,0,0,20|19|40|30|30|19|40|30|20|19|20|20,8,67,0,0,1316,L,false,A
1449,버티컬 마우스 작은거,0,,,0,0,-1,0|0|18|0|15|0|0|0|16|0|0|0,8,65,0,0,1578|1316|1384,L,false,A
1450,마우스 리프트,19,,,0,0,0,19|0|16|25|16|0|19|18|20|19|19|20,8,8256,0,0,1316,L,false,A
1451,f10 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,2113,0,0,1507|1133|1384|1635,L,false,A
1452,마우스 구슬,10,0.25,14,0,0,0,20|10|23|10|10|10|10|10|10|10|10|10,5,10305,0,0,1390,L,false,A
1453,블루투스 로지텍 마우스,21,,,0,0,-0.36,19|17|20|30|20|20|0|20|30|15|30|19,8,1089,0,0,1507,L,false,A
1454,더쿠 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,1239,L,false,A
1455,무선 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,1390|1270|1384,L,false,A
1456,손목 통증 마우스 추천,12,,,0,0,17,0|0|0|0|0|0|0|0|0|0|20|17,1,65,0,0,1507|1239|1316|1384|1635,L,false,A
1457,로지텍 신형 마우스,230,0.35,63,148.6k,743.1k,1.16,10|10|10|35|30|60|45|20|60|310|250|130,9,8257,0,0,1507,L,false,A
1458,버티컬 게이밍 마우스 디시,30,0.38,79,0,0,0.33,30|20|20|20|30|20|10|30|30|20|30|40,1,2112,0,0,1239|1384,L,false,A
1459,앱코 wem40,10,0.2,21,0,0,0,29|10|23|29|10|27|10|10|10|10|10|10,8,1088,0,0,1270,L,false,A
1460,stormx 버티컬 마우스,46,0.01,100,98.8k,325.6k,-0.31,50|57|80|80|70|48|48|80|70|40|50|48,8,8256,0,0,1316,L,false,A
1461,버티컬 마우스 게임용,4,,,0,0,-1,0|0|0|0|0|17|20|0|15|0|13|0,4,8256,0,0,1507|1133|1390|1239|1270|1316|1384,L,false,A
1462,에볼루언트 마우스,50,,16,0,0,0,70|60|90|80|90|50|60|60|50|40|60|50,8,8257,0,0,1507|1316,L,false,A
1463,손목 마우스 디시,16,,41,0,0,-0.5,10|20|10|10|20|30|10|10|20|20|20|10,1,64,0,0,1239|1384,L,false,A
1464,버티컬 마우스 쓰는법,0,,,0,0,0,12|0|0|11|0|0|0|0|0|0|0|0,1,10305,0,0,1270,L,false,A
1465,버티컬 마우스 앱코,40,,,0,0,-0.6,40|40|50|50|70|19|40|40|50|40|60|20,8,9280,0,0,1270|1316,L,false,A
1466,세로 마우스,306,0.16,66,70.2k,271.8k,-0.06,260|280|330|330|310|290|250|280|300|310|330|280,9,8256,0,0,1507|1578|1390|1239|1316|1384,L,false,A
1467,버티컬 마우스 브랜드,0,,,0,0,0,0|0|0|16|0|0|0|0|0|0|0|0,5,10305,0,0,1507|1601|1578|1239|1316|1384,L,false,A
1468,c타입 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1088,0,0,1239|1384,L,false,A
1469,로이체 버티컬 마우스 후기,42,0,41,0,0,-0.28,30|20|50|30|86|30|30|46|56|30|56|40,4,10305,0,0,,L,false,A
1470,여성 버티컬 마우스 추천,0,,,0,0,0,0|0|0|0|18|0|20|12|0|0|0|0,8,8256,0,0,1507|1239|1384,L,false,A
1471,큰손 버티컬 마우스,26,,,0,0,0.87,20|20|20|30|20|0|20|17|16|19|30|30,8,8257,0,0,1270|1316|1384,L,false,A
1472,로지텍 mx 버티컬 무선 마우스,66,0.54,81,0,0,0.03,10|20|23|10|26|20|30|39|58|60|80|60,8,2112,1,0,1507|1270|1316,L,false,A
1473,에볼루언트 l사이즈 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,1316,L,false,A
1474,로지텍 노트북 마우스,130,0.22,100,65.2k,590.5k,-0.33,90|90|80|100|100|70|90|60|120|140|170|80,8,8257,1,32,1507,L,false,A
1475,버티컬 마우스 추천 더쿠,23,,97,0,0,-0.33,20|30|10|20|30|20|20|40|30|30|20|20,1,65,0,0,,L,false,A
1476,버티컬 마우스 발로란트,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1089,0,0,1578|1635,L,false,A
1477,트랙볼 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,8256,0,0,1507,L,false,A
1478,마우스 타공 뜻,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1578|1384,L,false,A
1479,로지텍 휴대용 마우스,126,0.12,100,98.8k,213.0k,0,70|90|100|110|80|90|80|100|100|150|130|100,8,9280,0,16,1507,L,false,A
1480,버티컬 마우스 자세,30,,0,0,0,0.5,20|30|32|45|40|40|20|20|20|20|42|30,1,8257,0,0,1507|1601|1390|1239|1270|1316,L,false,A
1481,anker 버티컬,11,,,0,0,16,18|0|16|20|19|0|0|0|0|0|19|16,8,64,0,0,1507|1316|1384,L,false,A
1482,logitech 버티컬 마우스,29,0.07,100,142.9k,490.1k,0.06,43|41|36|30|10|10|20|20|32|20|34|34,8,64,0,0,1316,L,false,A
1483,mx 버티컬 직구,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,1507,L,false,A
1484,로지텍 마우스 판매,0,,,0,0,0,0|0|14|0|0|0|0|0|0|0|0|0,8,1,0,0,1507,L,false,A
1485,코시 버티컬 마우스 연결,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,11329,0,0,1316,L,false,A
1486,삼성전자 버티컬,10,,,0,0,0.13,15|19|16|18|12|16|14|14|15|14|0|17,8,1089,0,0,1507|1316,L,false,A
1487,로지텍 버티컬 마우스 as,53,,13,0,0,0,60|50|90|100|70|40|50|60|60|40|60|60,8,10305,0,16,1316,L,false,A
1488,로지텍 마우스 충전식,5,,,0,0,17,0|0|0|0|0|0|0|0|0|0|0|17,8,9281,0,0,1507,L,false,A
1489,컴퓨터 마우스 개발장소,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1601,L,false,A
1490,로지텍 손목,18,,,0,0,-0.48,20|20|30|16|20|20|18|20|29|20|20|15,8,1088,0,0,1316,L,false,A
1491,다이소 버티컬 마우스 디시,326,0.31,24,0,0,390,0|0|0|0|0|0|0|0|0|0|590|390,8,1088,0,0,1507|1390|1270|1316|1384,L,false,A
1492,로지텍 경량 마우스,45,0.12,88,0,0,-0.06,59|47|49|60|50|38|45|50|50|40|50|47,9,8257,0,0,1507,L,false,A
1493,버티컬 마우스 삼성,40,,,0,0,-0.25,40|50|50|50|60|40|30|60|40|30|60|30,8,9281,0,0,1507|1316,L,false,A
1494,아이리버 버티컬 마우스,3343,0.06,100,65.2k,248.7k,-0.01,2.4k|2.3k|3.5k|5.0k|3.1k|2.3k|2.5k|2.7k|3.0k|2.9k|4.2k|2.9k,8,64,0,8,,L,false,A
1495,로지텍 국민 마우스,29,,60,0,0,-0.75,38|30|38|30|40|10|38|10|40|30|48|10,1,2113,0,0,1507,L,false,A
1496,로지텍 버티컬 무소음 마우스,12,,,0,0,17,14|13|0|20|0|0|0|19|0|0|20|17,8,64,0,0,1316,L,false,A
1497,인체공학 마우스 롤,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,1507|1601|1578|1239|1270|1316,L,false,A
1498,리프트 버티컬 마우스,70,0.21,100,113.7k,222.4k,-0.22,50|40|46|40|40|40|60|50|90|50|90|70,8,9280,0,0,1316,L,false,A
1499,레이저 클릭 프로 v2 버티컬 에디션,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,9280,0,0,1507,L,false,A
1500,로지텍 마우스 손목,53,0,58,0,0,-0.2,90|70|100|70|90|80|70|50|50|60|60|40,8,65,0,0,1507|1316,L,false,A
1501,에볼루언트 버티컬 마우스,96,0.14,70,157.8k,492.7k,0,90|56|110|110|130|100|70|88|105|85|100|104,8,8256,0,0,1316,L,false,A
1502,손목 덜아픈 마우스,0,,,0,0,-1,0|0|20|0|17|0|0|17|14|0|0|0,9,9281,0,0,1507|1390|1239|1316|1384,L,false,A
1503,tg 마우스,216,0.04,19,0,0,-0.13,180|160|230|200|180|160|160|190|220|200|260|190,8,1088,0,0,1507|1316,L,false,A
1504,버티컬 마우스 fps 디시,33,,22,0,0,1,30|30|20|30|40|40|20|20|20|30|30|40,1,64,0,0,1133|1390|1239|1270|1384,L,false,A
1505,스틱 마우스,105,,0,0,0,0.79,50|57|36|60|40|50|50|70|64|110|90|115,4,2112,0,0,1507|1270|1316,L,false,A
1506,로지텍 기본 마우스,50,0.1,58,0,0,-0.16,50|40|40|60|39|50|60|40|60|40|60|50,8,64,0,0,1507,L,false,A
1507,로지텍 버티컬 마우스,20426,0.14,100,70.4k,299.0k,0,14.2k|14.0k|17.8k|16.9k|18.1k|15.9k|15.7k|17.3k|19.2k|18.1k|24.1k|19.1k,8,10304,0,8,656|1845|1264|1427|1819|1226|1371|1441|1100|1543|1082|1372,L,true,A
1508,버티컬 마우스 갤러리,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,1507|1133|1390|1239|1270|1316|1384,L,false,A
1509,mx master 3s 버티컬,10,,52,0,0,0,20|20|10|10|10|10|10|26|10|10|10|10,4,10304,0,0,1507,L,false,A
1510,로지텍 버티컬 무소음,12,,,0,0,-0.2,13|16|18|17|18|18|0|18|20|0|20|16,8,1025,0,0,1316,L,false,A
1511,리프트 마우스,253,0.21,68,85.4k,437.1k,-0.27,200|210|240|180|210|190|210|220|330|230|290|240,8,1088,0,0,1316,L,false,A
1512,횡스크롤 마우스 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8257,0,0,1507|1239|1270|1316|1384,L,false,A
1513,인체공학 무선 블루투스 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,1578|1239|1316|1384,L,false,A
1514,tg 버티컬 마우스,93,0.06,90,85.6k,179.0k,-0.41,110|100|110|150|130|80|90|100|120|80|130|70,8,65,0,16,1507,L,false,A
1515,버티컬 무소음 마우스,630,0.15,100,52.0k,184.8k,1.54,140|100|140|130|160|120|100|150|480|360|310|1.2k,8,9280,0,0,1384,L,false,A
1516,키크론 마우스 디시,23,0.33,41,0,0,-0.33,0|0|0|30|20|40|10|20|30|20|30|20,1,0,0,0,1239,L,false,A
1517,mx 버티컬 무게,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,3137,0,0,1507|1270|1316,L,false,A
1518,버티컬 마우스 라운드 숄더,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,2113,0,0,1133|1270,L,false,A
1519,mx vertical 2,76,1.1,59,0,0,-0.22,20|20|20|48|47|90|68|40|90|70|90|70,8,1088,0,0,1507,L,false,A
1520,elecom 하프 버티컬 무선 마우스 ex-g,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,1270|1635,L,false,A
1521,아이 노트 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1089,0,0,1239|1384,L,false,A
1522,버티컬 마우스 좌우 스크롤,0,,,0,0,0,0|0|0|0|0|13|0|0|0|0|0|0,8,1089,0,0,1507,L,false,A
1523,버티컬 마우스 쿠팡,13,0.02,100,300.5k,661.3k,20,0|0|0|0|0|0|0|0|0|0|20|20,8,1088,0,0,1507|1578|1239|1270|1316,L,false,A
1524,버티컬 마우스 엄지 손가락 통증,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1507|1390|1239|1079,L,false,A
1525,여성용 마우스,19,,,0,0,-0.13,29|30|30|40|30|30|20|20|23|19|20|20,8,64,0,0,1507|1270|1384|1635,L,false,A
1526,로지텍 mx 버티컬 버튼,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,65,0,0,1507,L,false,A
1527,애플 버티컬 마우스,10,,,0,0,0.42,0|0|0|0|0|0|0|0|14|12|0|20,8,64,0,0,1507|1316|1079,L,false,A
1528,로지텍 사무용 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,1384,L,false,A
1529,로지텍 버티컬 리프트 후기,36,,27,0,0,0.33,70|50|70|50|70|50|40|40|30|30|40|40,1,8256,0,0,,L,false,A
1530,abko 버티컬 마우스,33,,,0,0,0.5,30|30|30|50|30|20|30|20|20|30|40|30,8,1088,0,0,1316,L,false,A
1531,무선 손목 마우스,0,,,0,0,-1,0|0|20|14|18|19|15|20|15|0|0|0,8,9280,0,0,1507|1390|1384,L,false,A
1532,사무용 키보드 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,65,0,0,1384,L,false,A
1533,로지텍 mx vertical 무선 마우스,0,,,0,0,-1,0|50|0|0|0|0|0|0|13|0|0|0,8,1088,0,0,1316,L,false,A
1534,버티컬 마우스 mx,30,,,0,0,-0.66,30|30|40|20|50|30|40|20|60|30|40|20,8,8256,0,0,1316,L,false,A
1535,지클릭커 버티컬 마우스 후기,4,,,0,0,0,0|0|0|0|0|0|0|0|0|0|14|0,5,8257,0,0,1390|1316,L,false,A
1536,로지텍 mx 버티컬 게임,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,1507|1133|1384,L,false,A
1537,로지텍 lift 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,1270|1384,L,false,A
1538,로지텍 버티컬 리프트 마우스,60,,,0,0,1,30|30|20|20|20|20|30|30|30|40|80|60,8,1024,0,0,1316,L,false,A
1539,그립감 좋은 마우스 추천,0,,,0,0,0,0|0|11|0|0|0|0|0|0|0|0|0,9,8257,0,0,1316,L,false,A
1540,손목터널증후군 마우스 추천,13,,40,0,0,0,38|47|40|40|50|40|27|20|10|20|10|10,9,8257,0,0,1507|1239|1270|1316|1384|1635,L,false,A
1541,버티컬 마우스 손목 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,1133|1390|1239|1384,L,false,A
1542,회색 마우스,17,,,0,0,16,0|0|0|0|11|0|17|0|0|17|20|16,8,3137,0,0,1507,L,false,A
1543,로지텍 버티컬 마우스 연결,340,0.02,3,0,0,-0.1,370|320|460|420|450|330|260|150|370|300|390|330,4,10304,0,8,,L,false,A
1544,로지텍 버티컬 마우스 usb,23,,,0,0,-0.25,0|20|26|30|30|20|17|19|40|20|20|30,8,65,0,0,1316,L,false,A
1545,버티컬 마우스 잡는 방법,25,,,0,0,-0.51,0|0|0|0|0|0|0|0|29|26|35|14,1,8256,0,0,1390|1239|1316,L,false,A
1546,logitech mouse mx,10,,100,0,0,0,10|10|10|10|10|0|10|10|10|10|10|10,8,3137,0,0,1507,L,false,A
1547,국민 마우스,60,,54,0,0,-0.37,90|50|60|90|60|80|60|90|80|70|60|50,4,8256,0,0,1507,L,false,A
1548,로지텍 버티컬 무선 마우스,133,0.12,100,114.2k,384.6k,-0.23,170|180|220|190|210|120|160|170|170|130|140|130,8,1088,0,0,1507|1316,L,false,A
1549,버티컬 무선 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,1239|1270|1384,L,false,A
1550,마우스 어깨,39,,0,0,0,-0.05,50|40|60|50|50|40|60|39|40|40|39|38,1,65,0,0,1507,L,false,A
1551,다나와 로지텍 마우스,13,,81,0,0,0,10|20|10|10|10|20|10|10|10|20|10|10,8,0,0,0,1507,L,false,A
1552,마이크로소프트 버티컬 마우스,296,0.18,72,75.5k,252.3k,0,350|360|370|350|330|210|240|250|270|270|350|270,8,64,0,16,1507|1316,L,false,A
1553,삼성 버티컬 마우스 배터리,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,3072,0,0,1079,L,false,A
1554,버티컬 마우스 손목 건강,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8193,0,0,1601|1390|1239|1316|1384,L,false,A
1555,인체공학적 마우스,949,0.12,96,88.2k,297.2k,-0.1,898|900|920|910|910|1.0k|910|910|1.0k|899|1.0k|910,8,8257,0,0,1507|1390|1239|1316|1384,L,false,A
1556,버티컬 마우스 퀘이사존,13,,5,0,0,0,10|10|20|30|10|10|10|10|10|10|20|10,1,64,0,0,1507|1601|1239|1316|1384|1635,L,false,A
1557,mx 버티컬 비교,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,1316,L,false,A
1558,로지텍 마우스 바닥,15,,,0,0,0.33,16|20|14|15|15|0|0|13|12|15|15|16,8,65,0,0,1507,L,false,A
1559,버티컬 무선 마우스 추천,83,0.26,95,0,0,-0.3,130|90|120|100|120|90|70|130|130|70|90|90,8,9217,0,32,1507|1239|1270|1316|1384,L,false,A
1560,로지텍 비싼 마우스,23,0.11,100,0,0,-0.66,40|30|10|20|20|20|20|10|30|21|40|10,4,8257,0,0,1507,L,false,A
1561,무선 버티컬 마우스 추천,143,0.21,100,0,0,-0.26,90|140|100|130|150|150|140|130|150|160|160|110,8,9281,0,40,1507|1578|1239|1270,L,false,A
1562,코지 무선 마우스,40,,,0,0,-0.33,70|60|60|60|40|40|50|40|60|40|40|40,8,8256,0,0,1270,L,false,A
1563,중국 마우스 디시,23,,8,0,0,-0.33,20|20|30|90|30|40|30|20|30|20|30|20,1,64,0,0,1384,L,false,A
1564,로지텍 좋은 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,10304,0,0,1507,L,false,A
1565,로지텍 버티컬 마우스 a s,53,,13,0,0,0,60|50|90|100|70|40|50|60|60|40|60|60,8,8256,0,16,1316,L,false,A
1566,마우스 버티컬,200,0.52,91,60.8k,415.0k,-0.25,180|150|170|190|160|170|200|180|240|200|220|180,9,9280,0,0,1507|1578|1390|1239|1270|1316,L,false,A
1567,버티컬 손목,0,,,0,0,-1,0|0|0|0|0|0|0|0|15|0|0|0,1,11328,0,0,1601|1270|1316,L,false,A
1568,개발자 버티컬 마우스,10,0.33,43,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,4,0,0,0,1578|1270|1316,L,false,A
1569,버티컬 마우스 손목,210,0.05,31,0,0,-0.08,240|280|300|290|250|230|220|210|230|160|260|210,5,8256,0,16,1507|1601|1390|1239|1316,L,false,A
1570,로지텍 lift 버티컬 마우스,496,0.16,100,88.4k,337.7k,0.02,300|310|310|390|470|380|470|460|500|420|560|510,8,9280,0,0,1316,L,false,A
1571,손목보호 마우스,3446,0.2,99,82.8k,283.8k,-0.1,4.2k|3.6k|4.0k|3.6k|3.7k|2.8k|2.8k|3.2k|3.5k|3.3k|4.0k|3.1k,8,9281,0,0,1507|1390|1239|1270|1316,L,false,A
1572,스틱형 마우스,4,,,0,0,13,0|20|0|0|0|0|0|0|0|0|0|13,8,64,0,0,1507|1601|1578|1390|1239|1316,L,false,A
1573,레이저 프로 클릭 v2 버티컬,23,,,0,0,-0.33,170|50|40|30|20|30|29|27|30|20|30|20,8,9280,0,0,1507,L,false,A
