period,id,n,v,cpc,cmp,lc,hc,vt,mv,i,f,g,a,o,c,h
common,707,mx vertical mxmaster3 비교,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8256,0,0,846|634,L,false
common,708,로지텍 버티컬 마우스 크기,0,,,0,0,0,0|0|18|0|0|0|0|0|0|0|0|0,4,2113,0,0,634,L,false
common,709,버티컬 마우스 추천 디시,486,0.39,64,0,0,0,390|480|480|590|590|480|480|480|480|390|590|480,1,1,0,0,485|688|999|798|535|613|949|634|716|661|956|553,L,false
common,710,삼성 버티컬 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,634|709,L,false
common,711,로지텍 손목 보호 마우스,173,0.19,100,81.9k,363.6k,-0.27,170|140|210|220|150|150|180|210|180|190|200|130,8,9280,0,32,801|634|667,L,false
common,712,게임 버티컬 마우스,5,,,0,0,0,0|0|15|0|14|13|0|0|0|0|15|0,4,8192,0,0,801|535|715|613|667|709,L,false
common,713,맥용 버티컬 마우스,0,,,0,0,0,0|0|0|15|0|0|0|0|0|0|0|0,8,8256,0,0,801|498,L,false
common,714,logitech mouse kablosuz,3,,,0,0,0,0|0|0|0|0|0|0|10|0|10|0|0,8,64,0,0,801,L,false
common,715,버티컬 마우스 단점 디시,106,,1,0,0,0.22,10|20|20|30|50|40|70|90|90|70|140|110,1,2112,0,0,485|798|535|949|903|709|716|733|975|956|550,L,false
common,716,버티컬 마우스 추천 퀘이사존,50,0.47,61,0,0,-0.44,110|110|140|140|110|90|90|70|90|50|50|50,1,64,0,0,801|709|889,L,false
common,717,버티컬 마우스 가성비,193,0.08,91,0,0,0,140|140|180|200|170|160|110|160|190|160|230|190,4,8257,0,8,846|613|634|667|709|498,L,false
common,718,버티컬 마우스 리프트,53,0.08,100,0,0,-0.14,30|50|40|60|50|30|40|50|70|40|60|60,8,9280,0,0,667,L,false
common,719,앵커 버티컬,18,,,0,0,19,0|17|20|20|15|0|16|0|0|17|19|19,8,3137,0,0,667|709,L,false
common,720,sculpt ergonomic 마우스,6,,,0,0,-1,10|10|10|24|10|10|10|10|10|10|10|0,8,65,0,0,667,L,false
common,721,로지텍 세로 마우스,38,0.05,94,0,0,-0.33,40|37|60|40|40|37|28|50|60|36|40|40,8,1089,0,0,667,L,false
common,722,버티컬 마우스 부작용,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,801|535|846|715|613|667,L,false
common,723,로지텍 사무실 마우스,23,,,0,0,-0.05,15|14|20|17|12|18|20|30|20|20|30|19,8,65,0,0,801,L,false
common,724,멀티 페어링 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,801|535|715|634|709,L,false
common,725,로이체 디시,36,,3,0,0,0,20|20|50|30|30|30|20|30|30|30|50|30,4,65,0,0,709,L,false
common,726,로지텍 마우우스,0,,,0,0,0,0|10|0|0|0|0|10|0|0|0|0|0,8,64,0,0,801,L,false
common,727,버티컬 마우스 가로휠,40,,,0,0,-0.4,14|20|20|50|30|30|30|50|50|40|50|30,9,8257,0,0,801,L,false
common,728,무선 버티컬,13,,,0,0,0,18|20|20|20|0|13|50|0|20|0|19|20,8,10241,0,0,801,L,false
common,729,버티컬 마우스 후기 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,535|715|613|667,L,false
common,730,버티컬 마우스 란,10,,0,0,0,0,0|0|0|0|140|10|10|10|10|10|10|10,1,2113,0,0,863|634|667,L,false
common,731,로지텍 버티컬 마우스 사이즈,11,,,0,0,-0.2,0|0|20|24|20|0|0|0|20|0|19|16,4,65,0,0,634|667,L,false
common,732,무선 버티컬 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,535|715|613|634,L,false
common,733,버티컬 마우스 효과 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,535|715|709,L,false
common,734,게이밍 버티컬 마우스 디시,46,,61,0,0,0.25,30|20|40|30|30|20|20|20|40|40|50|50,1,2112,0,0,634|709,L,false
common,735,손이 편한 마우스 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,9,8257,0,0,613|667|709,L,false
common,736,로이체 버티컬 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1,0,0,715|613|634|709,L,false
common,737,세미 버티컬 마우스 추천,61,0.08,100,0,0,0.12,13|18|19|20|19|17|17|30|80|50|45|90,8,8257,0,0,801|846|613|709,L,false
common,738,세미 버티컬 마우스,783,0.09,100,67.5k,209.8k,-0.08,440|450|530|640|560|570|680|660|810|780|830|740,9,8257,0,0,801|863|715|709,L,false
common,739,택티컬 마우스,100,0.37,77,0,0,0,80|80|130|90|100|80|70|80|110|90|100|110,8,1088,0,0,801|715|613|634|667|709,L,false
common,740,로지텍 버티컬 마우스 단점,90,,7,0,0,-0.36,70|90|110|70|110|90|90|70|110|90|110|70,1,65,0,0,715|667|889,L,false
common,741,이볼루엔트 버티컬 마우스,10,,31,0,0,0,10|20|20|10|10|10|20|20|10|10|10|10,8,9280,0,0,801|667,L,false
common,742,이마트 버티컬 마우스,16,,,0,0,-0.36,15|20|20|15|16|14|20|20|25|18|16|16,8,2112,0,0,667,L,false
common,743,삼성 버티컬 마우스 클리앙,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2048,0,0,801|613|634|667|709,L,false
common,744,지클릭커 op50,70,,,0,0,0.5,30|60|80|70|60|50|30|40|60|60|60|90,8,1089,0,0,667,L,false
common,745,수직 마우스 추천,12,,,0,0,-1,0|0|0|0|0|0|20|0|20|19|17|0,8,10305,0,0,613|634|709,L,false
common,746,evoluent 버티컬 마우스,23,0.15,87,0,0,-0.33,37|10|20|20|30|30|20|50|30|20|30|20,8,1088,0,0,667,L,false
common,747,앤커 버티컬 마우스 디시,23,,76,0,0,-0.33,20|10|30|20|20|20|20|10|30|20|30|20,4,3136,0,0,801|535|715|709,L,false
common,748,코지 버티컬 마우스,153,0.01,100,65.0k,154.4k,0.06,170|160|200|160|190|140|140|130|150|140|160|160,8,1088,0,16,801|634,L,false
common,749,버티컬 로지텍,70,0.01,84,0,0,-0.14,60|50|80|70|70|90|60|120|70|50|100|60,8,1088,0,0,801|667,L,false
common,750,로지텍 리프트 버티컬 무소음 무선 마우스,114,,,0,0,0.52,29|20|27|0|0|0|0|0|145|122|0|221,8,1024,0,0,667,L,false
common,751,로지텍 수직 마우스,40,0.08,81,0,0,-0.33,60|50|60|50|50|40|50|60|60|30|50|40,8,9280,0,0,634|667,L,false
common,752,여자 버티컬 마우스 더쿠,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,613,L,false
common,753,버티컬 마우스 롤,88,0.03,10,0,0,-0.46,50|89|90|88|90|88|87|62|130|107|88|70,8,64,0,0,801|863|715|613|667|709,L,false
common,754,로지텍 버티컬 마우스 mx vertical,15,,,0,0,-0.2,0|16|16|18|19|0|11|15|15|15|20|12,8,0,0,0,634|667,L,false
common,755,사무용 버티컬 마우스,100,0.09,100,0,0,0.5,560|50|40|270|150|40|50|80|80|100|80|120,8,8256,1,0,801|846,L,false
common,756,버티컬 마우스 미니,43,,,0,0,-0.5,20|30|20|29|20|18|16|19|40|40|70|20,8,8256,0,0,801|634|667|709,L,false
common,757,버티컬 마우스 작은거,0,,,0,0,-1,0|0|18|0|15|0|0|0|16|0|0|0,8,65,0,0,846|667|709,L,false
common,758,f10 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,2113,0,0,801|535|709|889,L,false
common,759,블루투스 로지텍 마우스,21,,,0,0,-0.36,19|17|20|30|20|20|0|20|30|15|30|19,8,1089,0,0,801,L,false
common,760,더쿠 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,613,L,false
common,761,무선 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,715|634|709,L,false
common,762,로지텍 신형 마우스,230,0.35,63,148.6k,743.1k,1.16,10|10|10|35|30|60|45|20|60|310|250|130,9,8257,0,0,801,L,false
common,763,버티컬 게이밍 마우스 디시,30,0.38,79,0,0,0.33,30|20|20|20|30|20|10|30|30|20|30|40,1,2112,0,0,613|709,L,false
common,764,앱코 wem40,10,0.2,21,0,0,0,29|10|23|29|10|27|10|10|10|10|10|10,8,1088,0,0,634,L,false
common,765,버티컬 마우스 게임용,4,,,0,0,-1,0|0|0|0|0|17|20|0|15|0|13|0,4,8256,0,0,801|535|715|613|634|667|709,L,false
common,766,에볼루언트 마우스,50,,16,0,0,0,70|60|90|80|90|50|60|60|50|40|60|50,8,8257,0,0,801|667,L,false
common,767,손목 마우스 디시,16,,41,0,0,-0.5,10|20|10|10|20|30|10|10|20|20|20|10,1,64,0,0,613|709,L,false
common,768,세로 마우스,306,0.16,66,70.2k,271.8k,-0.06,260|280|330|330|310|290|250|280|300|310|330|280,9,8256,0,0,801|846|715|613|667|709,L,false
common,769,버티컬 마우스 브랜드,0,,,0,0,0,0|0|0|16|0|0|0|0|0|0|0|0,5,10305,0,0,801|863|846|613|667|709,L,false
common,770,로이체 버티컬 마우스 후기,42,0.0,41,0,0,-0.28,30|20|50|30|86|30|30|46|56|30|56|40,4,10305,0,0,,L,false
common,771,여성 버티컬 마우스 추천,0,,,0,0,0,0|0|0|0|18|0|20|12|0|0|0|0,8,8256,0,0,801|613|709,L,false
common,772,큰손 버티컬 마우스,26,,,0,0,0.87,20|20|20|30|20|0|20|17|16|19|30|30,8,8257,0,0,634|667|709,L,false
common,773,로지텍 mx 버티컬 무선 마우스,66,0.54,81,0,0,0.03,10|20|23|10|26|20|30|39|58|60|80|60,8,2112,1,0,801|634|667,L,false
common,774,에볼루언트 l사이즈 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,667,L,false
common,775,로지텍 노트북 마우스,130,0.22,100,65.2k,590.5k,-0.33,90|90|80|100|100|70|90|60|120|140|170|80,8,8257,1,32,801,L,false
common,776,버티컬 마우스 추천 더쿠,23,,97,0,0,-0.33,20|30|10|20|30|20|20|40|30|30|20|20,1,65,0,0,,L,false
common,777,트랙볼 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,8256,0,0,801,L,false
common,778,마우스 타공 뜻,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,846|709,L,false
common,779,로지텍 휴대용 마우스,126,0.12,100,98.8k,213.0k,0,70|90|100|110|80|90|80|100|100|150|130|100,8,9280,0,16,801,L,false
common,780,버티컬 마우스 자세,30,,0,0,0,0.5,20|30|32|45|40|40|20|20|20|20|42|30,1,8257,0,0,801|863|715|613|634|667,L,false
common,781,anker 버티컬,11,,,0,0,16,18|0|16|20|19|0|0|0|0|0|19|16,8,64,0,0,801|667|709,L,false
common,782,logitech 버티컬 마우스,29,0.07,100,142.9k,490.1k,0.06,43|41|36|30|10|10|20|20|32|20|34|34,8,64,0,0,667,L,false
common,783,mx 버티컬 직구,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,801,L,false
common,784,로지텍 마우스 판매,0,,,0,0,0,0|0|14|0|0|0|0|0|0|0|0|0,8,1,0,0,801,L,false
common,785,코시 버티컬 마우스 연결,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,11329,0,0,667,L,false
common,786,삼성전자 버티컬,10,,,0,0,0.13,15|19|16|18|12|16|14|14|15|14|0|17,8,1089,0,0,801|667,L,false
common,787,컴퓨터 마우스 개발장소,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,863,L,false
common,788,로지텍 손목,18,,,0,0,-0.48,20|20|30|16|20|20|18|20|29|20|20|15,8,1088,0,0,667,L,false
common,789,로지텍 경량 마우스,45,0.12,88,0,0,-0.06,59|47|49|60|50|38|45|50|50|40|50|47,9,8257,0,0,801,L,false
common,790,버티컬 마우스 삼성,40,,,0,0,-0.25,40|50|50|50|60|40|30|60|40|30|60|30,8,9281,0,0,801|667,L,false
common,791,아이리버 버티컬 마우스,3343,0.06,100,65.2k,248.7k,-0.01,2.4k|2.3k|3.5k|5.0k|3.1k|2.3k|2.5k|2.7k|3.0k|2.9k|4.2k|2.9k,8,64,0,8,,L,false
common,792,로지텍 국민 마우스,29,,60,0,0,-0.75,38|30|38|30|40|10|38|10|40|30|48|10,1,2113,0,0,801,L,false
common,793,로지텍 버티컬 무소음 마우스,12,,,0,0,17,14|13|0|20|0|0|0|19|0|0|20|17,8,64,0,0,667,L,false
common,794,인체공학 마우스 롤,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,801|863|846|613|634|667,L,false
common,795,로지텍 마우스 손목,53,0.0,58,0,0,-0.2,90|70|100|70|90|80|70|50|50|60|60|40,8,65,0,0,801|667,L,false
common,796,에볼루언트 버티컬 마우스,96,0.14,70,157.8k,492.7k,0,90|56|110|110|130|100|70|88|105|85|100|104,8,8256,0,0,667,L,false
common,797,손목 덜아픈 마우스,0,,,0,0,-1,0|0|20|0|17|0|0|17|14|0|0|0,9,9281,0,0,801|715|613|667|709,L,false
common,798,버티컬 마우스 fps 디시,33,,22,0,0,1,30|30|20|30|40|40|20|20|20|30|30|40,1,64,0,0,535|715|613|634|709,L,false
common,799,스틱 마우스,105,,0,0,0,0.79,50|57|36|60|40|50|50|70|64|110|90|115,4,2112,0,0,801|634|667,L,false
common,800,로지텍 기본 마우스,50,0.1,58,0,0,-0.16,50|40|40|60|39|50|60|40|60|40|60|50,8,64,0,0,801,L,false
common,801,로지텍 버티컬 마우스,20426,0.14,100,70.4k,299.0k,0,14.2k|14.0k|17.8k|16.9k|18.1k|15.9k|15.7k|17.3k|19.2k|18.1k|24.1k|19.1k,8,10304,0,8,319|740|1021|606|513|500|703,L,true
common,802,횡스크롤 마우스 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8257,0,0,801|613|634|667|709,L,false
common,803,인체공학 무선 블루투스 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,846|613|667|709,L,false
common,804,tg 버티컬 마우스,93,0.06,90,85.6k,179.0k,-0.41,110|100|110|150|130|80|90|100|120|80|130|70,8,65,0,16,801,L,false
common,805,버티컬 무소음 마우스,630,0.15,100,52.0k,184.8k,1.54,140|100|140|130|160|120|100|150|480|360|310|1.2k,8,9280,0,0,709,L,false
common,806,mx 버티컬 무게,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,3137,0,0,801|634|667,L,false
common,807,버티컬 마우스 라운드 숄더,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,2113,0,0,535|634,L,false
common,808,mx vertical 2,76,1.1,59,0,0,-0.22,20|20|20|48|47|90|68|40|90|70|90|70,8,1088,0,0,801,L,false
common,809,elecom 하프 버티컬 무선 마우스 ex-g,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,634|889,L,false
common,810,버티컬 마우스 쿠팡,13,0.02,100,300.5k,661.3k,20,0|0|0|0|0|0|0|0|0|0|20|20,8,1088,0,0,801|846|613|634|667,L,false
common,811,여성용 마우스,19,,,0,0,-0.13,29|30|30|40|30|30|20|20|23|19|20|20,8,64,0,0,801|634|709|889,L,false
common,812,애플 버티컬 마우스,10,,,0,0,0.42,0|0|0|0|0|0|0|0|14|12|0|20,8,64,0,0,801|667|498,L,false
common,813,로지텍 사무용 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,709,L,false
common,814,abko 버티컬 마우스,33,,,0,0,0.5,30|30|30|50|30|20|30|20|20|30|40|30,8,1088,0,0,667,L,false
common,815,무선 손목 마우스,0,,,0,0,-1,0|0|20|14|18|19|15|20|15|0|0|0,8,9280,0,0,801|715|709,L,false
common,816,로지텍 mx vertical 무선 마우스,0,,,0,0,-1,0|50|0|0|0|0|0|0|13|0|0|0,8,1088,0,0,667,L,false
common,817,버티컬 마우스 mx,30,,,0,0,-0.66,30|30|40|20|50|30|40|20|60|30|40|20,8,8256,0,0,667,L,false
common,818,지클릭커 버티컬 마우스 후기,4,,,0,0,0,0|0|0|0|0|0|0|0|0|0|14|0,5,8257,0,0,715|667,L,false
common,819,로지텍 mx 버티컬 게임,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,801|535|709,L,false
common,820,로지텍 lift 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,634|709,L,false
common,821,그립감 좋은 마우스 추천,0,,,0,0,0,0|0|11|0|0|0|0|0|0|0|0|0,9,8257,0,0,667,L,false
common,822,손목터널증후군 마우스 추천,13,,40,0,0,0,38|47|40|40|50|40|27|20|10|20|10|10,9,8257,0,0,801|613|634|667|709|889,L,false
common,823,버티컬 마우스 손목 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,535|715|613|709,L,false
common,824,로지텍 버티컬 무선 마우스,133,0.12,100,114.2k,384.6k,-0.23,170|180|220|190|210|120|160|170|170|130|140|130,8,1088,0,0,801|667,L,false
common,825,마우스 어깨,39,,0,0,0,-0.05,50|40|60|50|50|40|60|39|40|40|39|38,1,65,0,0,801,L,false
common,826,마이크로소프트 버티컬 마우스,296,0.18,72,75.5k,252.3k,0,350|360|370|350|330|210|240|250|270|270|350|270,8,64,0,16,801|667,L,false
common,827,삼성 버티컬 마우스 배터리,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,3072,0,0,498,L,false
common,828,버티컬 마우스 손목 건강,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8193,0,0,863|715|613|667|709,L,false
common,829,인체공학적 마우스,949,0.12,96,88.2k,297.2k,-0.1,898|900|920|910|910|1.0k|910|910|1.0k|899|1.0k|910,8,8257,0,0,801|715|613|667|709,L,false
common,830,버티컬 마우스 퀘이사존,13,,5,0,0,0,10|10|20|30|10|10|10|10|10|10|20|10,1,64,0,0,801|863|613|667|709|889,L,false
common,831,mx 버티컬 비교,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,667,L,false
common,832,로지텍 마우스 바닥,15,,,0,0,0.33,16|20|14|15|15|0|0|13|12|15|15|16,8,65,0,0,801,L,false
common,833,버티컬 무선 마우스 추천,83,0.26,95,0,0,-0.3,130|90|120|100|120|90|70|130|130|70|90|90,8,9217,0,32,801|613|634|667|709,L,false
common,834,무선 버티컬 마우스 추천,143,0.21,100,0,0,-0.26,90|140|100|130|150|150|140|130|150|160|160|110,8,9281,0,40,801|846|613|634,L,false
common,835,코지 무선 마우스,40,,,0,0,-0.33,70|60|60|60|40|40|50|40|60|40|40|40,8,8256,0,0,634,L,false
common,836,로지텍 좋은 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,10304,0,0,801,L,false
common,837,마우스 버티컬,200,0.52,91,60.8k,415.0k,-0.25,180|150|170|190|160|170|200|180|240|200|220|180,9,9280,0,0,801|846|715|613|634|667,L,false
common,838,버티컬 마우스 손목,210,0.05,31,0,0,-0.08,240|280|300|290|250|230|220|210|230|160|260|210,5,8256,0,16,801|863|715|613|667,L,false
common,839,로지텍 lift 버티컬 마우스,496,0.16,100,88.4k,337.7k,0.02,300|310|310|390|470|380|470|460|500|420|560|510,8,9280,0,0,667,L,false
common,840,손목보호 마우스,3446,0.2,99,82.8k,283.8k,-0.1,4.2k|3.6k|4.0k|3.6k|3.7k|2.8k|2.8k|3.2k|3.5k|3.3k|4.0k|3.1k,8,9281,0,0,801|715|613|634|667,L,false
common,841,스틱형 마우스,4,,,0,0,13,0|20|0|0|0|0|0|0|0|0|0|13,8,64,0,0,801|863|846|715|613|667,L,false
common,842,로지텍 mx 버티컬 마우스,360,0.19,100,102.2k,265.5k,0.09,370|260|360|340|410|390|430|440|330|230|490|360,8,1090,0,0,846|667,L,false
common,843,앤커 버티컬,32,,,0,0,0.45,40|40|40|50|20|20|14|27|20|27|40|29,8,1088,0,0,801|667|709,L,false
common,844,버티컬 마우스 받침대,6,,,0,0,-1,17|18|20|19|17|17|19|19|20|19|0|0,8,8256,0,0,801|667,L,false
common,845,버티컬 마우스 유선,263,0.22,100,67.1k,201.4k,-0.45,380|320|390|460|370|320|310|380|420|260|300|230,8,8257,0,0,801|715,L,false
common,846,버티컬 마우스 끝판왕,130,0.37,99,0,0,0,210|227|277|226|225|170|186|126|140|110|140|140,1,8257,0,0,882|839|801|1016|467|472|634|667|889|791|562|796,L,false
common,847,큰 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,10304,0,0,801|846|613|709,L,false
common,848,게임용 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,709,L,false
common,849,수직 버티컬,10,,,0,0,0.07,0|0|0|0|0|0|0|0|13|0|17|14,4,11329,0,0,667,L,false
common,850,레이저 버티컬 마우스 디시,30,0.24,45,0,0,1,0|0|40|30|20|30|20|20|20|20|30|40,1,64,0,0,535|715,L,false
common,851,버티컬 마우스 57도,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,9281,0,0,801|715|613|634|667,L,false
common,852,버티컬 리프트 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,535|715|613|634|709,L,false
common,853,손목 무리 안가는 마우스,0,,,0,0,-1,0|0|0|15|19|14|0|0|17|0|0|0,1,8257,0,0,801|863|846|715|613|634|667|709,L,false
common,854,여성 버티컬 마우스,56,,100,0,0,0.16,60|60|60|228|510|260|220|50|60|50|50|70,8,9281,2,24,801|846|613|709|889,L,false
common,855,로지텍 버티컬 미니,5,,,0,0,0,0|0|17|0|0|0|0|0|0|0|16|0,8,8257,0,0,801|667,L,false
common,856,손목 안아프게 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,65,0,0,801|613|634|667,L,false
common,857,맥북 버티컬 마우스,80,0.54,100,0,0,-0.55,70|40|80|70|80|40|86|70|90|80|120|40,8,9281,0,0,801,L,false
common,858,버티컬 마우스 소형,21,,,0,0,0,19|19|30|20|18|17|20|20|20|15|30|20,8,9281,0,0,634|667|709,L,false
common,859,가벼운 버티컬 마우스,106,0.08,83,0,0,0,120|100|120|150|90|120|100|90|100|110|110|100,8,9281,0,24,801|846|667|709,L,false
common,860,버티컬 마우스 파지법,23,,0,0,0,20,0|11|0|0|0|0|0|0|0|11|40|20,1,8257,0,0,801|535|715|613|634|667,L,false
common,861,인체공학 무선 마우스,83,0.12,100,0,0,-0.33,100|70|70|70|70|60|80|70|60|130|80|40,8,65,0,0,801|613|634|667,L,false
common,862,mx vertical 나무위키,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,801|634|667,L,false
common,863,버티컬 마우스 게임,536,0.28,19,0,0,-0.03,500|450|550|480|490|540|490|440|530|450|650|510,4,10304,0,8,624|798|535|715|613|753|949|178|634|667|709,L,false
common,864,로지텍 리프트 더쿠,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,801,L,false
common,865,evoluent버티컬 마우스,23,0.15,87,0,0,-0.33,37|10|20|20|30|30|20|50|30|20|30|20,8,1088,0,0,667,L,false
common,866,버티컬 mx,40,0.13,71,43.5k,286.3k,-0.2,40|29|40|30|30|40|40|40|50|30|50|40,8,9280,0,0,801|667,L,false
common,867,버티컬 마우스 사무용,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,8193,0,0,801|863|613|667|498,L,false
common,868,버티컬 무소음,9,,,0,0,-0.15,20|20|30|20|0|17|16|17|19|0|13|16,8,9280,0,0,709,L,false
common,869,마우스 인체,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,10304,0,0,801|863|846|613|634|667|709,L,false
common,870,로지텍 타공 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,801,L,false
common,871,로지텍 유선 마우스 추천,170,0.12,88,166.1k,530.1k,-0.28,170|220|170|250|210|190|170|230|210|170|190|150,8,8257,1,64,801,L,false
common,872,무한휠 버티컬 마우스 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,9,8257,0,0,613|634|709,L,false
common,873,손목터널증후군 마우스,480,0.42,52,92.7k,304.0k,0.14,470|490|550|460|470|420|350|380|420|420|540|480,8,2113,0,0,801|613|667,L,false
common,874,버티컬 마우스 코딩,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8257,0,0,801|863|613|667|709,L,false
common,875,tg 삼보 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,535|667,L,false
common,876,코딩 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8256,0,0,863|613|667|709,L,false
common,877,사무용 버티컬 마우스 추천,52,0.19,97,0,0,-0.16,16|0|32|36|36|40|44|57|75|45|50|63,8,9281,0,0,801|846,L,false
common,878,손 작은 여자 마우스,0,,,0,0,0,20|0|0|0|0|0|0|0|0|0|0|0,5,8256,0,0,846|634|709|889,L,false
common,879,mx vertical 로지볼트,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1088,0,0,667,L,false
common,880,사무용 마우스 추천 2023,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,10304,0,0,667,L,false
common,881,로지 마우스,260,0.08,66,0,0,-0.25,240|220|340|280|250|220|240|220|310|290|260|230,8,64,0,0,801,L,false
common,882,게임용 버티컬 마우스,83,0.24,83,66.7k,286.3k,0.14,49|60|60|50|60|50|50|70|70|50|120|80,4,8192,0,0,801|535|715|613|634|667,L,false
common,883,인체공학 마우스 추천,170,0.13,98,81.4k,560.9k,-0.42,180|200|200|230|210|170|200|190|260|160|200|150,8,8257,0,48,801|846|613|667|709,L,false
common,884,인체공학 유선 마우스,23,,,0,0,0,20|15|30|19|20|30|20|20|30|20|20|30,8,67,0,0,801|863|613|667|709,L,false
common,885,seenda 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1088,0,0,709,L,false
common,886,코지 버티컬,18,,,0,0,17,30|30|20|30|40|29|17|29|0|17|20|17,8,1088,0,0,801|634|667,L,false
common,887,버티컬 마우스 세트,100,,,0,0,-0.42,80|90|100|80|80|70|80|90|140|100|120|80,8,65,0,16,801|715|613|667|709,L,false
common,888,작은 버티컬 마우스,126,0.12,100,0,0,-0.18,130|130|170|100|130|100|120|100|110|120|170|90,8,9280,0,0,667,L,false
common,889,버티컬 마우스 추천여자,280,0.25,87,120.2k,184.8k,-0.31,190|200|280|330|370|270|170|260|380|260|320|260,4,10305,0,0,801|846|613|615|988|634|666|776|709|796,L,false
common,890,블루투스 마우스 로지텍,96,0.08,100,123.7k,354.7k,-0.68,180|120|120|90|120|120|170|200|250|100|110|80,8,64,0,0,801,L,false
common,891,남자 버티컬 마우스,5,,,0,0,17,0|20|20|0|0|0|14|18|0|0|0|17,8,9280,0,0,846|613|667|709,L,false
